College of Letters and Science-Division of Humanities-Niarchos Center for Hellenic Culture-George P. Kolovos Family Centennial Term Chair in Hellenic Studies,100000.0
College of Letters and Science-Division of Humanities-Niarchos Center for Hellenic Culture-Niarchos Center Discretionary Fund,11380.0
College of Letters and Science-Division of Humanities-Philosophy-Center for Liberal Arts and Free Institutions Fund,2125.0
College of Letters and Science-Division of Humanities-Philosophy-Chair's Discretionary Fund - Philosophy,2471.2000000000003
College of Letters and Science-Division of Humanities-Philosophy-Joseph D. Donovan Gift Annuity,18065.1
"College of Letters and Science-Division of Humanities-Slavic, East European & Eurasian Languages-Slavic Department Chair's Resource Fund",750.0
College of Letters and Science-Division of Humanities-Spanish and Portuguese-Friends of Spanish & Portuguese,640.0
College of Letters and Science-Division of Humanities-Spanish and Portuguese-Spanish and Portuguese Department Fund,810.1600000000001
College of Letters and Science-Division of Humanities-Study of Religion-Chair's Discretionary Fund - Center for the Study of Religion,118.0
College of Letters and Science-Division of Humanities-The UCLA Alan D. Leve Center for Jewish Studies-Al Finci Memorial Fund,11965.0
College of Letters and Science-Division of Humanities-The UCLA Alan D. Leve Center for Jewish Studies-Alan D. Leve Center for Jewish Studies General Fund,12971.0
College of Letters and Science-Division of Humanities-The UCLA Alan D. Leve Center for Jewish Studies-Arnold Band Distinguished Lecture Series In Jewish Literature,5000.0
College of Letters and Science-Division of Humanities-The UCLA Alan D. Leve Center for Jewish Studies-Center for Jewish Studies - Unrestricted Fund,1250.0
College of Letters and Science-Division of Humanities-The UCLA Alan D. Leve Center for Jewish Studies-Center for Jewish Studies Annual Board Dues,10000.0
College of Letters and Science-Division of Humanities-The UCLA Alan D. Leve Center for Jewish Studies-Maurice Amado Chair in Sephardic Studies Programming Fund,30000.0
College of Letters and Science-Division of Humanities-The UCLA Alan D. Leve Center for Jewish Studies-Sarah and Eugene Zinn Scholarship,2554.0
College of Letters and Science-Division of Humanities-The UCLA Alan D. Leve Center for Jewish Studies-Williams Family Endowed Fund,500000.0
College of Letters and Science-Division of Humanities-UCLA Center for the Study of Religion-Bhagawan Abhinandan Jain Lectureship,195000.0
College of Letters and Science-Division of Humanities-William Andrews Clark Memorial Library-Clark Library Chamber Music Series,10000.0
College of Letters and Science-Division of Humanities-William Andrews Clark Memorial Library-Regental Fund,500.0
College of Letters and Science-Division of Humanities-William Andrews Clark Memorial Library-William Andrews Clark Library Fund,100.0
College of Letters and Science-Division of Humanities-Writing Programs-Director's Discretionary fund for Writing Programs,3955.0
College of Letters and Science-Division of Life Sciences-Botanical Gardens-Grant Fund,5000.0
College of Letters and Science-Division of Life Sciences-Botanical Gardens-La Kretz Garden Pavilion - Ahmanson Fund,100000.0
College of Letters and Science-Division of Life Sciences-Botanical Gardens-Mildred E. Mathias Botanical Garden Docent & Education Fund,250.0
College of Letters and Science-Division of Life Sciences-Botanical Gardens-Mildred E. Mathias Botanical Garden Fund,40630.0
"College of Letters and Science-Division of Life Sciences-Dean, Life Sciences-Biomedical Research Minor Student Support Fund",2500.0
"College of Letters and Science-Division of Life Sciences-Dean, Life Sciences-Compass Mentorship Initiative",26515.379999999997
"College of Letters and Science-Division of Life Sciences-Dean, Life Sciences-Dean's Discretionary Fund - Life Sciences",8775.0
"College of Letters and Science-Division of Life Sciences-Dean, Life Sciences-La Kretz Botany Building Renovation Fund",1000000.0
"College of Letters and Science-Division of Life Sciences-Dean, Life Sciences-Life Sciences Scholars Pathway Fund",90000.0
"College of Letters and Science-Division of Life Sciences-Dean, Life Sciences-The Scheibel Foundation Scholarship Fund",950000.0
College of Letters and Science-Division of Life Sciences-Duchenne Muscular Dystrophy Research Center-Center for Duchenne Muscular Dystrophy at UCLA,14980.0
College of Letters and Science-Division of Life Sciences-Ecology and Evolutionary Biology-Bob Taylor Ebony Research Fund,300452.23
College of Letters and Science-Division of Life Sciences-Ecology and Evolutionary Biology-Chair's Discretionary Fund - Ecology & Evolutionary Biology,1825.0
College of Letters and Science-Division of Life Sciences-Ecology and Evolutionary Biology-Dr. Robert Wayne's Lab Discretionary Fund,7000.0
College of Letters and Science-Division of Life Sciences-Ecology and Evolutionary Biology-Field Biology Quarter,310.0
College of Letters and Science-Division of Life Sciences-Ecology and Evolutionary Biology-Grant Fund,314206.0
College of Letters and Science-Division of Life Sciences-Ecology and Evolutionary Biology-Joseph Epperson Memorial Scholarship,500.0
College of Letters and Science-Division of Life Sciences-Ecology and Evolutionary Biology-Marine Biology Quarter,15.0
College of Letters and Science-Division of Life Sciences-Ecology and Evolutionary Biology-Mildred E. Mathias Botanical Garden Membership Fund,666.65
College of Letters and Science-Division of Life Sciences-Institute for Society and Genetics-Chair's Discretionary Fund - Center for Society & Genetics,200.0
College of Letters and Science-Division of Life Sciences-Institute for Society and Genetics-Grant Fund,306983.0
College of Letters and Science-Division of Life Sciences-Integrative Biology & Physiology-Amy Rowat's Research Fund,205905.0
College of Letters and Science-Division of Life Sciences-Integrative Biology & Physiology-Chair's Discretionary Fund - Integrative Biology & Physiology,1341.0
College of Letters and Science-Division of Life Sciences-Integrative Biology & Physiology-Compass Mentorship Initiative,6108.33
College of Letters and Science-Division of Life Sciences-Integrative Biology & Physiology-Dr. Reggie Edgerton Research Support Fund,240000.0
College of Letters and Science-Division of Life Sciences-Integrative Biology & Physiology-Grant Fund,178210.0
College of Letters and Science-Division of Life Sciences-Integrative Biology & Physiology-Physiological Science Research Laboratory/Patricia Phelps,25.0
College of Letters and Science-Division of Life Sciences-Integrative Biology & Physiology-The Science and Food Education and Research Fund,5515.0
"College of Letters and Science-Division of Life Sciences-Microbiology, Immunology & Molecular Genetics-Center for Duchenne Muscular Dystrophy at UCLA",208235.0
"College of Letters and Science-Division of Life Sciences-Microbiology, Immunology & Molecular Genetics-Chair's Discretionary Fund - Microbiology, Immunology & Molecular Genetics",5277.0
"College of Letters and Science-Division of Life Sciences-Microbiology, Immunology & Molecular Genetics-Finegold Graduate Fund",125.0
"College of Letters and Science-Division of Life Sciences-Microbiology, Immunology & Molecular Genetics-Grant Fund",450974.0
"College of Letters and Science-Division of Life Sciences-Microbiology, Immunology & Molecular Genetics-Herpesvirus Research Fund",15000.0
College of Letters and Science-Division of Life Sciences-Molecular Biology Institute-Grant Fund,162000.0
"College of Letters and Science-Division of Life Sciences-Molecular, Cell & Developmental Biology-Chair's Discretionary Fund - Department of Molecular, Cell & Development Biology",11480.0
"College of Letters and Science-Division of Life Sciences-Molecular, Cell & Developmental Biology-Grant Fund",1226894.0
College of Letters and Science-Division of Life Sciences-Psychology-Anthony and Jeanne Pritzker Endowment for Excellence,500000.0
College of Letters and Science-Division of Life Sciences-Psychology-Assessment Initiative Fund,340000.0
College of Letters and Science-Division of Life Sciences-Psychology-Capital Improvement Fund - Psychology,400.0
College of Letters and Science-Division of Life Sciences-Psychology-Chair's Discretionary Fund,300.0
College of Letters and Science-Division of Life Sciences-Psychology-Department of Psychology - Unrestricted Fund,5231.719999999999
College of Letters and Science-Division of Life Sciences-Psychology-Dr. Fikret & Mrs. Jeanne Atamdede Family Fund,5000.0
College of Letters and Science-Division of Life Sciences-Psychology-Dr. Michelle Craske Postdoctoral Fellow and Graduate Student Support Fund,12500.0
College of Letters and Science-Division of Life Sciences-Psychology-Grant Fund,95044.0
College of Letters and Science-Division of Life Sciences-Psychology-Health Psychology Student Award Fund,8.33
College of Letters and Science-Division of Life Sciences-Psychology-Infant Development Program,3258.94
College of Letters and Science-Division of Life Sciences-Psychology-Jeffrey Scholarship and Fellowship Fund,500000.0
College of Letters and Science-Division of Life Sciences-Psychology-Kevin Love Fund Centennial Chair,100000.0
College of Letters and Science-Division of Life Sciences-Psychology-Marriage Lab Discretionary Fund,500000.0
College of Letters and Science-Division of Life Sciences-Psychology-Pritzker Hall Capital Fund,2500000.0
College of Letters and Science-Division of Life Sciences-Psychology-Psychology Research Opportunities Program Fund,6000.0
College of Letters and Science-Division of Life Sciences-Psychology-Robert Sbordone Psychology Graduate Student Support Fund,108.82
College of Letters and Science-Division of Life Sciences-Psychology-The Center for Scholars and Storytellers - Dr. Yalda Uhls,10300.0
College of Letters and Science-Division of Life Sciences-Psychology-Undergraduate Research Support Fund,100.0
College of Letters and Science-Division of Life Sciences-Psychology-Underrepresented Graduate Students in Psychology Fund,24000.0
College of Letters and Science-Division of Physical Sciences-Atmospheric and Oceanic Sciences-Betty and S.L. Huang Graduate Fellowship,50000.0
College of Letters and Science-Division of Physical Sciences-Atmospheric and Oceanic Sciences-Chair's Discretionary Fund - Atmospheric & Oceanic Science,1366.0
College of Letters and Science-Division of Physical Sciences-Atmospheric and Oceanic Sciences-Climate Science Major Fund,500.0
College of Letters and Science-Division of Physical Sciences-Atmospheric and Oceanic Sciences-Paul M. Furukawa Memorial Fellowship,12500.0
College of Letters and Science-Division of Physical Sciences-Atmospheric and Oceanic Sciences-Professor Emeritus Michio Yanai Memorial Fund,5000.0
College of Letters and Science-Division of Physical Sciences-Chemistry and Biochemistry-#BlackinChem Fund,1613.0
College of Letters and Science-Division of Physical Sciences-Chemistry and Biochemistry-Atkinson/West Endowment Fund,1000.0
College of Letters and Science-Division of Physical Sciences-Chemistry and Biochemistry-Biochemistry Discretionary Fund In Honor of Emeriti Faculty,440.0
College of Letters and Science-Division of Physical Sciences-Chemistry and Biochemistry-Centennial Collaboratory Donor Wall & Space,20393.3
College of Letters and Science-Division of Physical Sciences-Chemistry and Biochemistry-Chemistry & Biochemistry Alumni Research Scholarship Fund,10000.0
College of Letters and Science-Division of Physical Sciences-Chemistry and Biochemistry-Chemistry & Biochemistry General Scholarship Fund,150.0
College of Letters and Science-Division of Physical Sciences-Chemistry and Biochemistry-Chemistry Advisory Council Fund,24453.930000000004
College of Letters and Science-Division of Physical Sciences-Chemistry and Biochemistry-Chemistry and Biochemistry Instrumentation and Departmental Enhancement Fund,26000.0
College of Letters and Science-Division of Physical Sciences-Chemistry and Biochemistry-Chemistry and Biochemistry Student Center Fund,50.0
College of Letters and Science-Division of Physical Sciences-Chemistry and Biochemistry-Chemistry/Biochemistry Departmental Research Seminar Fund,500.0
College of Letters and Science-Division of Physical Sciences-Chemistry and Biochemistry-Christopher S. Foote Lecture Fund,100.0
College of Letters and Science-Division of Physical Sciences-Chemistry and Biochemistry-Dafni Amirsakis Memorial Fellowship Award,50.0
College of Letters and Science-Division of Physical Sciences-Chemistry and Biochemistry-Department of Chemistry Fund,500.0
College of Letters and Science-Division of Physical Sciences-Chemistry and Biochemistry-Dr. Yuh Guo Pan Organic Chemistry Endowed Research Awards,213000.0
College of Letters and Science-Division of Physical Sciences-Chemistry and Biochemistry-Education Innovation Fund,32000.0
College of Letters and Science-Division of Physical Sciences-Chemistry and Biochemistry-Glenn T. Seaborg Medal Dinner and Symposium,1000.0
College of Letters and Science-Division of Physical Sciences-Chemistry and Biochemistry-Grant Fund,447500.0
College of Letters and Science-Division of Physical Sciences-Chemistry and Biochemistry-Houk/Jung Organic Colloquium Endowed Fund,1950.0
College of Letters and Science-Division of Physical Sciences-Chemistry and Biochemistry-John M. Jordan Memorial Award for Creative Scholarship,300.0
College of Letters and Science-Division of Physical Sciences-Chemistry and Biochemistry-Physical Chemistry Seminar,250.0
College of Letters and Science-Division of Physical Sciences-Chemistry and Biochemistry-Raymond and Dorothy Wilson Endowed Fund for Chemistry & Biochemistry,50000.0
College of Letters and Science-Division of Physical Sciences-Chemistry and Biochemistry-Ric Kaner Research Fund,210000.0
College of Letters and Science-Division of Physical Sciences-Chemistry and Biochemistry-Richard E. Dickerson Biochemistry Seminar Fund,63864.92
College of Letters and Science-Division of Physical Sciences-Chemistry and Biochemistry-Roberts A. Smith Graduate Student Award for the Study of Biochemistry,1000.0
College of Letters and Science-Division of Physical Sciences-Chemistry and Biochemistry-The Christopher S. Foote Graduate Fellowship in Organic Chemistry,500.0
College of Letters and Science-Division of Physical Sciences-Chemistry and Biochemistry-The Donald J. Cram Graduate Fellowship In Chemistry,200.0
College of Letters and Science-Division of Physical Sciences-Chemistry and Biochemistry-The Paul Boyer Summer Undergraduate Research Fellowship Fund,500.0
College of Letters and Science-Division of Physical Sciences-Chemistry and Biochemistry-The Verne Schumaker Student Support Fund,250.0
"College of Letters and Science-Division of Physical Sciences-Dean, Physical Sciences-Keith and Cecilia Terasaki Chair Fund",125000.0
"College of Letters and Science-Division of Physical Sciences-Dean, Physical Sciences-Physical Sciences Discretionary Fund",2184.26
"College of Letters and Science-Division of Physical Sciences-Dean, Physical Sciences-Queen's Road Foundation Undergraduate Fellows Fund",500000.0
"College of Letters and Science-Division of Physical Sciences-Dean, Physical Sciences-Regental Fund",800000.0
"College of Letters and Science-Division of Physical Sciences-Dean, Physical Sciences-Susan E. Baumgarten Physical Sciences Undergraduate Scholarship for Inclusivity Fund",100000.0
"College of Letters and Science-Division of Physical Sciences-Dean, Physical Sciences-Tang Tam Kam Foon Educational Trust Fund",18087.68
"College of Letters and Science-Division of Physical Sciences-Earth, Planetary, and Space Sciences-Clem Nelson Fund",1125.0
"College of Letters and Science-Division of Physical Sciences-Earth, Planetary, and Space Sciences-Donald Carlisle Undergraduate Research Endowed Fund",100.0
"College of Letters and Science-Division of Physical Sciences-Earth, Planetary, and Space Sciences-EPSS Chair's Discretionary Fund",10130.0
"College of Letters and Science-Division of Physical Sciences-Earth, Planetary, and Space Sciences-Earth and Space Science Alumni Fund",500.0
"College of Letters and Science-Division of Physical Sciences-Earth, Planetary, and Space Sciences-Grant Fund",23311.0
"College of Letters and Science-Division of Physical Sciences-Earth, Planetary, and Space Sciences-Joe and Andrea Straus Endowment for Undergraduate Opportunity",12000.0
"College of Letters and Science-Division of Physical Sciences-Earth, Planetary, and Space Sciences-Leon & Joanne V. C. Knopoff Term Chair in Physics & Geophysics",23797.0
"College of Letters and Science-Division of Physical Sciences-Earth, Planetary, and Space Sciences-Meteorite Collection Fund",875.0
"College of Letters and Science-Division of Physical Sciences-Earth, Planetary, and Space Sciences-Robert J. Horodyski Endowed Fund",5000.0
"College of Letters and Science-Division of Physical Sciences-Earth, Planetary, and Space Sciences-Robert J. Horodyski Memorial Fund",100.0
"College of Letters and Science-Division of Physical Sciences-Earth, Planetary, and Space Sciences-UCLA SETI Group Fund",12100.0
"College of Letters and Science-Division of Physical Sciences-Earth, Planetary, and Space Sciences-W. Gary Ernst Graduate Student Support Fund",2600.0
College of Letters and Science-Division of Physical Sciences-Institute for Pure & Applied Mathematics-IPAM Director's Endowment Fund,28000.0
College of Letters and Science-Division of Physical Sciences-Institute for Pure & Applied Mathematics-IPAM Program Support Fund,10000.0
College of Letters and Science-Division of Physical Sciences-Institute for Pure & Applied Mathematics-Institute for Pure & Applied Mathematics (IPAM) Foundation Fund,17725.0
College of Letters and Science-Division of Physical Sciences-Institute for Pure & Applied Mathematics-RIPS Project Support,59971.0
College of Letters and Science-Division of Physical Sciences-Joint Institute for Regional Earth System Sci/Engr-Grant Fund,45000.0
College of Letters and Science-Division of Physical Sciences-Mathematics-Actuarial Sciences Fund,2000.0
College of Letters and Science-Division of Physical Sciences-Mathematics-Applied Math Fund,100.0
College of Letters and Science-Division of Physical Sciences-Mathematics-Grant Fund,690317.0
College of Letters and Science-Division of Physical Sciences-Mathematics-Math Circle,64935.270000000004
College of Letters and Science-Division of Physical Sciences-Mathematics-Math Circle's 10-Year Anniversary Endowment Fund,2000.0
College of Letters and Science-Division of Physical Sciences-Mathematics-Mathematics Departmental Fund,23420.3
College of Letters and Science-Division of Physical Sciences-Mathematics-Mathematics Graduate Student Award Fund,5000.0
College of Letters and Science-Division of Physical Sciences-Mathematics-Philip C. Curtis Jr. Center for Mathematics and Teaching Endowment,39907.57
College of Letters and Science-Division of Physical Sciences-Mathematics-UCLA Olga Radko Endowed Math Circle,113032.73
College of Letters and Science-Division of Physical Sciences-Physics & Astronomy-BAADE Research Project,1000.0
College of Letters and Science-Division of Physical Sciences-Physics & Astronomy-Bernard M.K. Nefkens Endowed Graduate Fellowship,180000.0
College of Letters and Science-Division of Physical Sciences-Physics & Astronomy-Careers In Physics and Astronomy Fund,5000.0
College of Letters and Science-Division of Physical Sciences-Physics & Astronomy-Chair's Discretionary Fund - Physics & Astronomy,35499.25
College of Letters and Science-Division of Physical Sciences-Physics & Astronomy-Dr. Andrea Ghez Discretionary Fund,275.0
College of Letters and Science-Division of Physical Sciences-Physics & Astronomy-Dr. Bruce & Joan Winstein Endowment,5000.0
College of Letters and Science-Division of Physical Sciences-Physics & Astronomy-Grant Fund,624783.0
College of Letters and Science-Division of Physical Sciences-Physics & Astronomy-Janet Marott Student Travel Awards,5000.0
College of Letters and Science-Division of Physical Sciences-Physics & Astronomy-Michael A. Jura Memorial Graduate Award Fund,3500.0
College of Letters and Science-Division of Physical Sciences-Physics & Astronomy-Michael David Meyers Memorial Fund in Physics,5000.0
College of Letters and Science-Division of Physical Sciences-Physics & Astronomy-Physics and Astronomy Departmental Support Fund,500.0
College of Letters and Science-Division of Physical Sciences-Physics & Astronomy-Physics and Astronomy Research Fund,30000.0
College of Letters and Science-Division of Physical Sciences-Physics & Astronomy-Professor Charles A. Whitten Jr. Memorial Fund,9973.6
College of Letters and Science-Division of Physical Sciences-Physics & Astronomy-Roberto Peccei Memorial Fund,12650.0
College of Letters and Science-Division of Physical Sciences-Physics & Astronomy-Ronald and Jeryl Abelmann Award Fund for Undergraduate Teaching Excellence,127800.0
College of Letters and Science-Division of Physical Sciences-Physics & Astronomy-Rudnick-Abelmann Endowed Fund,1000.0
College of Letters and Science-Division of Physical Sciences-Physics & Astronomy-UCLA Galactic Center Group Fund,19770.0
College of Letters and Science-Division of Physical Sciences-Physics & Astronomy-UCLA Planetarium Support Fund,124.0
College of Letters and Science-Division of Physical Sciences-Statistics-DataFest Program Fund,5100.0
College of Letters and Science-Division of Physical Sciences-Statistics-Datafest Support Fund,3500.0
College of Letters and Science-Division of Physical Sciences-Statistics-Department of Statistics Discretionary Fund,3770.0
College of Letters and Science-Division of Physical Sciences-Statistics-Ferguson Family Endowed Statistics Fund,20000.0
College of Letters and Science-Division of Physical Sciences-Statistics-Statistics Discretionary Fund,100.0
College of Letters and Science-Division of Physical Sciences-Statistics-The Michael Tsiang Fund for Belonging in Statistics,13002.0
College of Letters and Science-Division of Social Sciences-Aerospace Studies-AFROTC Detachment 055 Discretionary Fund,20.0
College of Letters and Science-Division of Social Sciences-African American Studies Department-Chair's Discretionary Fund for African American Studies,10280.0
College of Letters and Science-Division of Social Sciences-African American Studies Department-Chair's Greatest Needs Fund - African American Studies Department,445.0
College of Letters and Science-Division of Social Sciences-American-Indian Studies-American Indian Studies Department Chair's Greatest Needs Fund,100.0
College of Letters and Science-Division of Social Sciences-Anthropology-Anthropology Graduate Student Support Fund,1150.0
College of Letters and Science-Division of Social Sciences-Anthropology-Chair's Greatest Needs - Anthropology,4130.299999999999
College of Letters and Science-Division of Social Sciences-Anthropology-Grant Fund,30000.0
College of Letters and Science-Division of Social Sciences-Anthropology-Lomas Barbudal Monkey Project,250.0
College of Letters and Science-Division of Social Sciences-Anthropology-Robert B. Edgerton Endowed Graduate Student Award,450.0
College of Letters and Science-Division of Social Sciences-Anthropology-The Ifugao Ethnographic Encyclopedia Fund,640.0
College of Letters and Science-Division of Social Sciences-Anthropology-The Study of Black Life and Racial Inequality Program Fund,55600.0
College of Letters and Science-Division of Social Sciences-Asian-American Department-Department of Asian American Studies Chair's Discretionary Fund,270.2
College of Letters and Science-Division of Social Sciences-California Center for Population Research-Grant Fund,139939.0
College of Letters and Science-Division of Social Sciences-Center for the Study of Women-CSW Innovation Fund,300.0
College of Letters and Science-Division of Social Sciences-Center for the Study of Women-Center for the Study of Women Faculty Research Fund,500.0
College of Letters and Science-Division of Social Sciences-Center for the Study of Women-Friends of the UCLA Center for the Study Of Women,250.0
College of Letters and Science-Division of Social Sciences-Center for the Study of Women-The Constance Coiner Fund,300.0
College of Letters and Science-Division of Social Sciences-Cotsen Institute of Archaeology-Cotsen Institute Discretionary Fund,100.0
College of Letters and Science-Division of Social Sciences-Cotsen Institute of Archaeology-Cotsen Institute of Archaeology Director's Discretionary Fund,25000.0
College of Letters and Science-Division of Social Sciences-Cotsen Institute of Archaeology-Cotsen Institute/UCLA Encyclopedia of Egyptology Fund,50000.0
College of Letters and Science-Division of Social Sciences-Cotsen Institute of Archaeology-Egyptian Lab Research Fund,150.0
College of Letters and Science-Division of Social Sciences-Cotsen Institute of Archaeology-Friends of the Cotsen Institute,9650.0
College of Letters and Science-Division of Social Sciences-Cotsen Institute of Archaeology-Grant Fund,16500.0
College of Letters and Science-Division of Social Sciences-Cotsen Institute of Archaeology-Greek Archaeology Fund,10650.0
College of Letters and Science-Division of Social Sciences-Cotsen Institute of Archaeology-The Pochan Chen Graduate Student Support Fund,1000.0
College of Letters and Science-Division of Social Sciences-Cotsen Institute of Archaeology-UCLA Institute of Archaeology Publications Program,100.0
College of Letters and Science-Division of Social Sciences-Cotsen Institute of Archaeology-UCLA/Getty Conservation Program Chair's Discretionary Fund,10000.0
"College of Letters and Science-Division of Social Sciences-Dean, Social Sciences-Dean's Discretionary Fund/Social Sciences",3180.0
"College of Letters and Science-Division of Social Sciences-Dean, Social Sciences-Dean's Fund for the Study of Diversity and Racial Inequality",400.0
College of Letters and Science-Division of Social Sciences-Department of Chicana/o Studies-Chair's Greatest Needs - Cesar E. Chavez Department,75.0
College of Letters and Science-Division of Social Sciences-Department of Chicana/o Studies-LEAP/Chicana & Chicano Studies Scholar-Activist Award,450.0
College of Letters and Science-Division of Social Sciences-Department of Chicana/o Studies-Victor B. and Esmeralda Moheno CRUT - Chicana/o Studies,955681.0
College of Letters and Science-Division of Social Sciences-Department of Communication-Chair's Discretionary Fund -  Communication Studies,2137.0
College of Letters and Science-Division of Social Sciences-Department of Communication-Denise Apcar Memorial Fund,107580.0
College of Letters and Science-Division of Social Sciences-Department of Communication-Marde Gregory Student Award in Communication Studies,250.0
College of Letters and Science-Division of Social Sciences-Department of Communication-The Tony Ross Endowed Memorial Journalism Fund,25000.0
College of Letters and Science-Division of Social Sciences-Department of Gender Studies-Chair's Greatest Needs - Gender Studies,622.0
College of Letters and Science-Division of Social Sciences-Economics-Business Economics Career Counseling Fund,590.0
College of Letters and Science-Division of Social Sciences-Economics-Chair's Greatest Needs - Economics,120813.0
College of Letters and Science-Division of Social Sciences-Economics-Charles E. Davidson Endowed Term Chair in Economics,325000.0
College of Letters and Science-Division of Social Sciences-Economics-Grant Fund,126000.0
College of Letters and Science-Division of Social Sciences-Economics-Simon Fellow Value Investing Program in Business Economics,100000.0
